1	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09722902999015717,0,0,0,0,0,0
1	0,0.0935734403101084,0,0,0,0,0,0,0,0,0.09795280716634143,0.01826696586251125,0,0,0,0,0,0,0,0.0371467114307725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1	0,0,0,0,0,0,0,0,0.03984582459218305,0,0,0.08577531892171017,0,0,0,0,0.034891765703957085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06698486323653263,0,0,0,0,0,0,0,0,0
1	0,0,0,0,0,0,0,0,0,0,0,0.004609421112109342,0,0,0,0,0,0.015000197585637687,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007346917337966812,0,0,0,0,0,0,0,0,0,0.1930099745044884,0,0
1	0,0,0,0,0,0,0.008933184130490067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07611570249590648,0,0,0.06519099376245262,0,0,0,0.009943878289438159,0,0,0,0.053336952911217136,0,0
1	0.02920875531220459,0,0,0,0,0,0.01746933775756305,0,0,0,0,0,0.011522532276297435,0,0,0,0,0,0.03978954094036763,0,0,0.04904624971682793,0,0,0,0,0,0,0,0,0,0,0,0,0.11982847967201266,0,0,0,0,0,0,0,0,0
1	0,0,0,0,0,0,0,0,0,0,0.04132384021541369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1	0,0,0,0,0,0,0,0,0,0,0,0.009670746903291729,0.015250410053220658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03681295594050926,0,0
1	0,0.0074308321145927754,0,0,0,0,0,0,0,0,0.0038893026845756252,0,0.0061001641178690105,0,0,0,0,0,0,0,0,0,0,0.008932435115156706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02208777321460125,0,0
1	0,0,0,0,0,0,0,0,0,0,0.034799023598568665,0,0.013645103782660982,0,0,0,0,0,0.023559596214479693,0.026393716016601516,0,0,0,0,0,0.026667472871266616,0,0,0.030949770205743264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.033432041782223906,0,0,0,0,0.1735654526990243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07142373096074887,0
1	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02082010804988061,0,0,0,0.034987020382878,0,0,0,0,0.1937474755867414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07474576477329013,0
1	0,0,0,0,0,0,0.04367334366177615,0,0,0,0.11019691052522693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1	0,0,0,0,0.21293932920317996,0,0,0,0,0,0,0,0,0,0.7391613367666926,0,0.08916784469136202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11677364877213023,0,0,0,0.10901751829115043,0,0,0,0,0.09055588735266744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08162872702141674,0.04658069254309683,0
1	0,0,0,0,0,0,0.020156927956532296,0,0,0,0.025430056464521046,0.12646361603608583,0,0,0,0,0,0,0,0,0,0,0,0,0,0.051967383321576605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10743175553631153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09243910747842735,0,0,0,0,0,0,0,0,0
1	0,0,0,0,0,0,0.05071742945978786,0,0,0,0,0.015909937416592617,0,0,0,0,0,0,0.02887950396125875,0.016176793084961956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.060563246147402126,0,0
1	0.014133268344062774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00862914618812572,0.02887950396125875,0.05931490922363438,0,0.04746411143566956,0,0,0,0,0,0,0.012646142558713559,0,0,0,0,0,0.06626459459391529,0,0,0,0,0,0,0,0,0
1	0,0,0,0,0,0,0,0,0,0,0.016126376068675386,0.14435357743600527,0,0,0,0,0,0,0,0.012231233704817048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03757687239877125,0,0,0,0,0,0,0,0,0
1	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06364273525488806,0,0
1	0.003666370879021643,0,0,0.002618494687133742,0,0,0.002192803854375819,0,0,0,0.004610749344120049,0.01238179281033286,7.231714658644126E-4,0,0,0,0.0033577848355217234,0,0,0,0,0,0,0,0,0.0028266777232899085,0,0,0,0,0.0256903764506492,0.047145283875760884,0,0.008001126210704488,0.0021487473209918107,0,0,0.002440896137593418,0,0,0,0,0,0
1	0,0,0,0,0,0,0,0,0,0,0,0.004609421112109342,0.008076541346753587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002608326093427063,0.05142842283003063,0,0,0,0,0,0,0,0,0,0,0,0
1	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0055734373276733196,0,0,0,0,0,0,0,0,0,0,0,0.002069555390855073,0,0,0,0,0,0,0,0,0,0
1	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3037027925011017,0,0,0.34807254308553376,0.3832907954214628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1	0,0,0,0,0,0,0,0,0,0,0,0.00254230958481977,0.0026727521852683714,0,0,0,0.004136652430819653,0,0,0.002584951469931858,0,0,0,0,0,0,0,0,0,0,0.008631677080101631,0,0,0,0.003970752006168887,0,0,0.0045106249304014325,0,0,0,0,0,0.006775226375390956
1	0,0,0,0,0,0,0,0,0,0,0,0,0.009259177911736907,0,0,0,0.014330547002109064,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004983766179153093,0,0,0.009756475604846,0,0,0,0,0,0,0,0,0,0
1	0,0,0.004780858598548243,0.007631953725940219,0,0,0,0,0,0,0.005375458689558462,0.008019643190889181,0,0,0,0,0.003262238074582272,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01701773722177767,0.009586831106947075,0,0.006662958577329089,0,0,0,0.0035571594747688118,0.006172820663857053,0,0,0,0,0.005343064667711269
1	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013896287367890772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003788143993838683,0,0,0,0,0,0
1	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00642008507488237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012577923478297982,0,0,0,0,0,0,0,0,0,0,0,0
1	0,0,0,0,0,0,0,0,0,0,0,0,0.010370278565763955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01880884209944738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.020537405581593168
1	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0045106249304014325,0,0,0,0,0,0
1	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002916870948602574,0,0,0,0,0,0
1	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012974850234138992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1	0,0,0,0,0,0,0,0,0,0,0,0.029891399352234137,0,0,0,0,0.09727401456482034,0,0.02712923261093796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1	0,0,0,0,0,0,0,0,0,0,0,0,0.0038408439311312325,0,0,0,0,0,0,0,0,0,0,0,0,0.007506399582417596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015910683813722015,0,0
1	0,0,0,0,0,0,0,0,0,0,0,0.008592475372336482,0,0,0,0,0,0.002796204197391275,0,0.0017473191840881863,0,0,0,0,0,0,0,0,0,0,0,0.035608230244164256,0,0,0,0,0,0,0,0,0,0,0,0
1	0,0,0,0,0,0,0,0,0,0,0,0,0.0029799651606107615,0,0,0,0,0,0,0,0,0,0,0,0,0.005823930791855785,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008727091575982657,0,0,0,0
1	0.001537302854794496,0,0,0.0010979302123600464,0,0,0,0,0,0,0,5.768515420695914E-4,0.003032245285035774,0,0,0,0.0018772177456062309,0,0,0.002932635112955724,0,0,0,0,0,0,0,0,0,0,0.005875598034050557,0,0,0.0019170618136450743,0,0,0,0.00921117158821114,0,0.0017760396736404803,0,0,0,0.003074605709588992
1	0,0,0,0,0,0,0,0,0,0,0,0,0.003651506550843751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009256295300982166
1	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012646142558713559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005823930791855785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007553988231755539
